Id,NOMBRE,NOM_MAP,TIPO_ASENT,MANZANA,OBSERV,ALIAS,NOM_y_MZA,Superficie,Brio_inter
554,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,17,,Barrio 15,Villa 15 - Ciudad Oculta - 17,1578.258,
555,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,15,,Barrio 15,Villa 15 - Ciudad Oculta - 15,876.531,
556,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,12,,Barrio 15,Villa 15 - Ciudad Oculta - 12,2440.727,
557,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,11,,Barrio 15,Villa 15 - Ciudad Oculta - 11,2637.862,
558,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,8,,Barrio 15,Villa 15 - Ciudad Oculta - 8,4761.250,
559,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,6,,Barrio 15,Villa 15 - Ciudad Oculta - 6,10247.428,
560,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,1,,Barrio 15,Villa 15 - Ciudad Oculta - 1,6543.971,
561,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,5,,Barrio 15,Villa 15 - Ciudad Oculta - 5,15302.353,
562,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,3,,Barrio 15,Villa 15 - Ciudad Oculta - 3,10071.702,
563,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,4,,Barrio 15,Villa 15 - Ciudad Oculta - 4,8261.966,
564,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,2,,Barrio 15,Villa 15 - Ciudad Oculta - 2,8072.908,
565,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,27 bis,,Barrio 15,Villa 15 - Ciudad Oculta - 27 bis,27815.361,
566,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,31,,Barrio 15,Villa 15 - Ciudad Oculta - 31,16570.853,
567,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,Mza s/n,,Barrio 15,Villa 15 - Ciudad Oculta - Mza s/n,4438.417,
568,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,7,,Barrio 15,Villa 15 - Ciudad Oculta - 7,2391.884,
569,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,26 bis,,Barrio 15,Villa 15 - Ciudad Oculta - 26 bis,18868.330,
570,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,31 bis,,Barrio 15,Villa 15 - Ciudad Oculta - 31 bis,19016.228,
571,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,Edificios Grises,Figuraba anteriormente como Villa. En DGESyC aparece ahora como Urbanización de Villa,Barrio 15,Villa 15 - Ciudad Oculta - Edificios Grises,1829.638,
572,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,3 BIS,,Barrio 15,Villa 15 - Ciudad Oculta - 3 BIS,1537.771,
573,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,28 Edificios Rojos,,Barrio 15,Villa 15 - Ciudad Oculta - 28 Edificios Rojos,5064.181,
574,Villa 15 - Ciudad Oculta,Villa 15 - Ciudad Oculta,Villas,705,,Barrio 15,Villa 15 - Ciudad Oculta - 705,19055.824,
575,Villa 16 - Barrio Emaus,Villa 16 - Barrio Emaus,Villas,1,,,Villa 16 - Barrio Emaus - 1,3839.381,
576,Villa 17 - Barrio Pirelli,Villa 17 - Barrio Pirelli,Villas,1,,,Villa 17 - Barrio Pirelli - 1,5313.104,
577,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,1,Modificación de digitalización (mínima) por USIG en Enero de 2017,,Barrio INTA (ex Villa 19) - 1,3538.512,
578,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,2,Modificación de digitalización (mínima) por USIG en Enero de 2017,,Barrio INTA (ex Villa 19) - 2,2485.718,
579,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,5,Modificación de digitalización por USIG según Datos de Catastro en Enero de 2017,,Barrio INTA (ex Villa 19) - 5,9084.622,
580,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,4,Modificación de digitalización por USIG según Datos de Catastro en Enero de 2017,,Barrio INTA (ex Villa 19) - 4,5276.770,
581,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,6 B,Modificación de digitalización por USIG según Datos de Catastro en Enero de 2017,,Barrio INTA (ex Villa 19) - 6 B,5406.395,
582,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,3,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 3 en estas distintas manzanas - ID USIG anterior: 3086,,Barrio INTA (ex Villa 19) - 3,2687.785,
583,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,7 B,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 7B en estas distintas manzanas - ID USIG anterior: 3087,,Barrio INTA (ex Villa 19) - 7 B,6418.418,
584,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,7 A,Modificación de digitalización por USIG según Datos de Catastro en Enero de 2017,,Barrio INTA (ex Villa 19) - 7 A,8207.058,
585,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,1,Modificación de digitalización (mínima) por USIG en Enero de 2017,,Barrio INTA (ex Villa 19) - 1,2086.279,
586,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,1,Modificación de digitalización (mínima) por USIG en Enero de 2017,,Barrio INTA (ex Villa 19) - 1,668.934,
587,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,3,Modificación de digitalización por USIG según Datos de Catastro en Enero de 2017,,Barrio INTA (ex Villa 19) - 3,2007.949,
588,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,2,Modificación de digitalización (mínima) por USIG en Enero de 2017,,Barrio INTA (ex Villa 19) - 2,2385.060,
589,Barrio INTA (ex Villa 19),Barrio INTA (ex Villa 19),Villas,6 A,Modificación de digitalización por USIG según Datos de Catastro en Enero de 2017,,Barrio INTA (ex Villa 19) - 6 A,3212.560,
590,Villa 20,Villa 20,Villas,10,Redigitalización en Octubre de 2018. Se generó espacio de calle en el medio. Mismo ID y mismo nombre - Fuente DGEyC 2017,Barrio 20,Villa 20 - 10,7023.011,
591,Villa 20,Villa 20,Villas,21,,Barrio 20,Villa 20 - 21,12983.125,
592,Villa 20,Villa 20,Villas,14,,Barrio 20,Villa 20 - 14,10196.012,
593,Villa 20,Villa 20,Villas,13,,Barrio 20,Villa 20 - 13,4356.433,
594,Villa 20,Villa 20,Villas,4,,Barrio 20,Villa 20 - 4,4540.199,
595,Villa 20,Villa 20,Villas,11,Redigitalización en Octubre de 2018. Se generó espacio de calle en el medio. Mismo ID y mismo nombre - Fuente DGEyC 2017,Barrio 20,Villa 20 - 11,14323.594,
596,Villa 20,Villa 20,Villas,16,,Barrio 20,Villa 20 - 16,9075.580,
597,Villa 20,Villa 20,Villas,23,,Barrio 20,Villa 20 - 23,14429.437,
598,Villa 20,Villa 20,Villas,15,,Barrio 20,Villa 20 - 15,5057.780,
599,Villa 20,Villa 20,Villas,12,,Barrio 20,Villa 20 - 12,5916.907,
600,Villa 20,Villa 20,Villas,9,,Barrio 20,Villa 20 - 9,7300.899,
601,Villa 20,Villa 20,Villas,5,Redigitalización en Octubre de 2018. Se generó espacio de calle en el medio. Mismo ID y mismo nombre - Fuente DGEyC 2017,Barrio 20,Villa 20 - 5,10479.709,
602,Villa 20,Villa 20,Villas,25,,Barrio 20,Villa 20 - 25,2892.301,
603,Villa 20,Villa 20,Villas,22,,Barrio 20,Villa 20 - 22,18865.275,
604,Villa 20,Villa 20,Villas,17,,Barrio 20,Villa 20 - 17,6854.921,
605,Villa 20,Villa 20,Villas,20,,Barrio 20,Villa 20 - 20,10456.648,
606,Villa 20,Villa 20,Villas,18,,Barrio 20,Villa 20 - 18,8507.800,
607,Villa 20,Villa 20,Villas,19,,Barrio 20,Villa 20 - 19,3932.709,
608,Villa 20,Villa 20,Villas,26,Redigitalización de forma en Octubre de 2018. Se editó dejando espacio de calle entre manzanas - Fuente DGEyC 2017,Barrio 20,Villa 20 - 26,10579.440,
609,Villa 20,Villa 20,Villas,24,Redigitalización de forma en Octubre de 2018. Se editó dejando espacio de calle entre manzanas - Fuente DGEyC 2017,Barrio 20,Villa 20 - 24,2695.539,
610,Villa 20,Villa 20,Villas,27,Redigitalización de forma en Octubre de 2018. Se editó dejando espacio de calle entre manzanas - Fuente DGEyC 2017,Barrio 20,Villa 20 - 27,9538.698,
611,Villa 20,Villa 20,Villas,8,Redigitalización de forma en Octubre de 2018. Se editó dejando espacio de calle entre manzanas - Fuente DGEyC 2017,Barrio 20,Villa 20 - 8,11818.705,
612,Villa 20,Villa 20,Villas,7,Redigitalización en Octubre de 2018. Se generó espacio de calles en el medio. Mismo ID y mismo nombre - Fuente DGEyC 2017,Barrio 20,Villa 20 - 7,9451.720,
613,Villa 20,Villa 20,Villas,1B,Todos estos registros eran Manzana 1 (Id_USIG 3117). Octubre 2018 se separan en distintas Manzanas 1 - Fuente DGEyC 2017,Barrio 20,Villa 20 - 1B,3037.733,
614,Villa 20,Villa 20,Villas,6,Redigitalización en Octubre de 2018. Se generó espacio de calle en el medio. Mismo ID y mismo nombre - Fuente DGEyC 2017,Barrio 20,Villa 20 - 6,9805.486,
615,Villa 20,Villa 20,Villas,3,Redigitalización en Octubre de 2018. Se generó espacio de calle en el medio. Mismo ID y mismo nombre - Fuente DGEyC 2017,Barrio 20,Villa 20 - 3,9772.142,
616,Villa 20,Villa 20,Villas,2 A,Redigitalización de forma en Octubre de 2018. Se editó dejando espacio de calle entre manzanas - Fuente DGEyC 2017,Barrio 20,Villa 20 - 2 A,3158.004,
617,Villa 20,Villa 20,Villas,2 C,,Barrio 20,Villa 20 - 2 C,3123.827,
618,Villa 20,Villa 20,Villas,30,,Barrio 20,Villa 20 - 30,17131.731,
619,Villa 20,Villa 20,Villas,29,,Barrio 20,Villa 20 - 29,8900.279,
620,Villa 20,Villa 20,Villas,28,,Barrio 20,Villa 20 - 28,6149.828,
621,Villa 20,Villa 20,Villas,2 B,,Barrio 20,Villa 20 - 2 B,2869.444,
622,Villa 20,Villa 20,Villas,2 V,Redigitalización de forma en Octubre de 2018. Se editó dejando espacio de calle entre manzanas - Fuente DGEyC 2017,Barrio 20,Villa 20 - 2 V,2869.986,
623,Villa 21-24,Villa 21-24,Villas,53 D,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 53 en estas distintas manzanas - ID USIG anterior: 3127 / En Mayo 2020 se agregó nomenclatura de Letra según revisión de datos y chequeo en zona de Villas,Barrio 21-24,Villa 21-24 - 53 D,1846.927,El Ceibo
624,Villa 21-24,Villa 21-24,Villas,52 D,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52B en estas distintas manzanas - ID USIG anterior: 3128 / En Mayo 2020 se reasignó nomenclatura con LETRA según info y chequeo en el lugar. Antes era 52 B.,Barrio 21-24,Villa 21-24 - 52 D,2621.256,El Ceibo
625,Villa 21-24,Villa 21-24,Villas,56,Modificación de digitalización (mínima) por USIG en Enero de 2017,Barrio 21-24,Villa 21-24 - 56,7977.824,2 de Abril
626,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,4818.994,Villa 21-24
627,Villa 21-24,Villa 21-24,Villas,Loma Alegre 6,Modificación de digitalización (mínima) por USIG en Enero de 2017 - Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 58,Barrio 21-24,Villa 21-24 - Loma Alegre 6,3561.125,Loma Alegre
628,Villa 21-24,Villa 21-24,Villas,Loma Alegre 10,"Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 55 – Si bien el Barrio aparece como La Robustiana, el nombre figura como Loma Alegre. Se mantiene el barrio interno.",Barrio 21-24,Villa 21-24 - Loma Alegre 10,20749.919,La Robustiana de San Martín
629,Villa 21-24,Villa 21-24,Villas,Loma Alegre 8,Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 54,Barrio 21-24,Villa 21-24 - Loma Alegre 8,9235.592,Loma Alegre
630,Villa 21-24,Villa 21-24,Villas,29,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 29,29726.867,Tres Rosas (ex Villa 24)
631,Villa 21-24,Villa 21-24,Villas,24,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 24,14351.786,Tres Rosas (ex Villa 24)
632,Villa 21-24,Villa 21-24,Villas,23,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 23,34317.349,Tres Rosas (ex Villa 24)
633,Villa 21-24,Villa 21-24,Villas,27,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 27,16119.207,Tres Rosas (ex Villa 24)
634,Villa 21-24,Villa 21-24,Villas,22,,Barrio 21-24,Villa 21-24 - 22,11613.625,Alegre Pavimento
635,Villa 21-24,Villa 21-24,Villas,21,,Barrio 21-24,Villa 21-24 - 21,24294.209,Villa 21
636,Villa 21-24,Villa 21-24,Villas,19,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 19,10053.726,Caacupé Lavardén (ex Villa 21)
637,Villa 21-24,Villa 21-24,Villas,20,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 20,7049.672,Caacupé Lavardén (ex Villa 21)
638,Villa 21-24,Villa 21-24,Villas,16,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 16,8258.831,Lavardén Montesquieu (ex Villa 21)
639,Villa 21-24,Villa 21-24,Villas,15,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 15,8533.804,Lavardén Montesquieu (ex Villa 21)
640,Villa 21-24,Villa 21-24,Villas,13,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 13,14451.008,Caacupé Luna (ex Villa 21)
641,Villa 21-24,Villa 21-24,Villas,12,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 12,10391.756,Caacupé Luna (ex Villa 21)
642,Villa 21-24,Villa 21-24,Villas,11,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 11,12165.614,Caacupé Luna (ex Villa 21)
643,Villa 21-24,Villa 21-24,Villas,9,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 9,15281.828,Caacupé Luna (ex Villa 21)
644,Villa 21-24,Villa 21-24,Villas,10,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 10,8951.348,Caacupé Luna (ex Villa 21)
645,Villa 21-24,Villa 21-24,Villas,14,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 14,10844.337,Lavardén Montesquieu (ex Villa 21)
646,Villa 21-24,Villa 21-24,Villas,18,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 21),Barrio 21-24,Villa 21-24 - 18,18506.369,Lavardén Caacupé La Gruta (ex V)illa 21)
647,Villa 21-24,Villa 21-24,Villas,GALPONES DGI,,Barrio 21-24,Villa 21-24 - GALPONES DGI,13780.785,Villa 21
648,Villa 21-24,Villa 21-24,Villas,8,,Barrio 21-24,Villa 21-24 - 8,21926.922,El Triángulo
649,Villa 21-24,Villa 21-24,Villas,7,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 7,19558.895,La Marmolera
650,Villa 21-24,Villa 21-24,Villas,4,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 4,4582.940,Tierra Amarilla
651,Villa 21-24,Villa 21-24,Villas,3,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 3,4270.491,Tierra Amarilla
652,Villa 21-24,Villa 21-24,Villas,6,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 6,10539.589,Tierra Amarilla
653,Villa 21-24,Villa 21-24,Villas,2,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 2,14388.793,Tierra Amarilla
654,Villa 21-24,Villa 21-24,Villas,5,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 5,10107.279,Tierra Amarilla
655,Villa 21-24,Villa 21-24,Villas,17,,Barrio 21-24,Villa 21-24 - 17,2462.763,Alegre Pavimento
656,Villa 21-24,Villa 21-24,Villas,28,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 28,9941.309,Tres Rosas (ex Villa 24)
657,Villa 21-24,Villa 21-24,Villas,52 E,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 52A en estas distintas manzanas - ID USIG anterior: 3168 / En Mayo 2020 se reasignó nomenclatura con LETRA  según info y chequeo en el lugar. Antes era 52 A,Barrio 21-24,Villa 21-24 - 52 E,1460.888,El Ceibo
658,Villa 21-24,Villa 21-24,Villas,56,Modificación de digitalización (mínima) por USIG en Enero de 2017,Barrio 21-24,Villa 21-24 - 56,5127.902,2 de Abril
659,Villa 21-24,Villa 21-24,Villas,Loma Alegre 4,Redigitalización en Junio de 2020 en el Sector Loma  Alegre en base a info del IVC. Segmentación de manzanas y renombramiento. Antes Mza 59,Barrio 21-24,Villa 21-24 - Loma Alegre 4,7086.927,Loma Alegre
660,Villa 21-24,Villa 21-24,Villas,26,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 26,13287.844,Tres Rosas (ex Villa 24)
661,Villa 21-24,Villa 21-24,Villas,25,Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 25,24222.561,Tres Rosas (ex Villa 24)
662,Villa 21-24,Villa 21-24,Villas,1,"Redigitalizacón en Junio 2020 en base a información enviada de IVC, Desarrollo Humano y Hábitat y chequeo en fotografías aéreas",Barrio 21-24,Villa 21-24 - 1,13616.180,La Toma
663,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,3,,,Villa 3 - Barrio Fátima - 3,9133.478,
664,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,4,,,Villa 3 - Barrio Fátima - 4,22466.014,
665,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,7,,,Villa 3 - Barrio Fátima - 7,14331.090,
666,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,1,,,Villa 3 - Barrio Fátima - 1,17023.823,
667,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,Torre D,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación mínima de forma),,Villa 3 - Barrio Fátima - Torre D,3186.314,
668,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,6,,,Villa 3 - Barrio Fátima - 6,13873.321,
669,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,2,,,Villa 3 - Barrio Fátima - 2,22450.644,
670,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,5,,,Villa 3 - Barrio Fátima - 5,24829.469,
671,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,3,,,Villa 3 - Barrio Fátima - 3,6683.577,
672,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,3,,,Villa 3 - Barrio Fátima - 3,4447.577,
673,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,Torre B,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación mínima de forma),,Villa 3 - Barrio Fátima - Torre B,2208.902,
674,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,7,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación mínima de forma),,Villa 3 - Barrio Fátima - 7,8533.975,
675,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,7,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación mínima de forma),,Villa 3 - Barrio Fátima - 7,4156.105,
676,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,7 Dúplex,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación mínima de forma),,Villa 3 - Barrio Fátima - 7 Dúplex,2728.298,
677,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,8,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación de forma),,Villa 3 - Barrio Fátima - 8,4312.148,
678,Villa 3 - Barrio Fátima,Villa 3 - Bo. Fátima,Villas,9,Redigitalización por USIG en Enero 2017 según Datos de Catastro - Se dividió la Manzana de Villa 9 en estas distintas manzanas - ID USIG anterior: 3191,,Villa 3 - Barrio Fátima - 9,1495.532,
679,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,Torres Homero 1 al 4,,,Villa 6 - Barrio Cildáñez - Torres Homero 1 al 4,4867.140,
680,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,A,,,Villa 6 - Barrio Cildáñez - A,15987.980,
681,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,B,,,Villa 6 - Barrio Cildáñez - B,18812.386,
682,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D1 102 I,Redigitalización (mínima) USIG Enero 2017 por Datos de Catastro,,Villa 6 - Barrio Cildáñez - D1 102 I,5504.770,
683,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D1 102 H,Redigitalización (mínima) USIG Enero 2017 por Datos de Catastro,,Villa 6 - Barrio Cildáñez - D1 102 H,5980.835,
684,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D2,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa D2 en estas distintas manzanas - ID USIG anterior: 3198,,Villa 6 - Barrio Cildáñez - D2,2515.068,
685,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D3,Redigitalización USIG Enero 2017 por Datos de Catastro,,Villa 6 - Barrio Cildáñez - D3,2551.384,
686,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D5,,,Villa 6 - Barrio Cildáñez - D5,10960.648,
687,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,D4,,,Villa 6 - Barrio Cildáñez - D4,9969.586,
688,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,C,,,Villa 6 - Barrio Cildáñez - C,13495.266,
689,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,Torres Casco 5 al 8 y Zuviría 1 al 5 y 8 al 10,,,Villa 6 - Barrio Cildáñez - Torres Casco 5 al 8 y Zuviría 1 al 5 y 8 al 10,3444.721,
690,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,Torres Casco 9 y 10,,,Villa 6 - Barrio Cildáñez - Torres Casco 9 y 10,4798.649,
691,Villa 6 - Barrio Cildáñez,Villa 6 - Bo. Cildáñez,Villas,C,,,Villa 6 - Barrio Cildáñez - C,6118.126,
692,Villa Calacita,Villa Calacita,Villas,2,,,Villa Calacita - 2,7809.819,
693,Villa Calacita,Villa Calacita,Villas,1,,Calaza,Villa Calacita - 1,3486.348,
694,Villa Piletones,Villa Piletones,Villas,8,,,Villa Piletones - 8,3262.340,
695,Villa Piletones,Villa Piletones,Villas,7,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación de forma),,Villa Piletones - 7,1343.584,
696,Villa Piletones,Villa Piletones,Villas,3,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación de forma),,Villa Piletones - 3,5612.397,
697,Villa Piletones,Villa Piletones,Villas,2,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación de forma),,Villa Piletones - 2,4503.748,
698,Villa Piletones,Villa Piletones,Villas,4,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación de forma),,Villa Piletones - 4,3963.505,
699,Villa Piletones,Villa Piletones,Villas,9,,,Villa Piletones - 9,5322.932,
700,Villa Piletones,Villa Piletones,Villas,5,Redigitalización por USIG en Enero 2017 según Datos de Catastro - Se dividió la Manzana de Villa 5 en estas distintas manzanas - ID USIG anterior: 3214,,Villa Piletones - 5,3324.074,
701,Villa Piletones,Villa Piletones,Villas,6,Redigitalización por USIG en Enero de 2017 según Datos de Catastro (modificación de forma),,Villa Piletones - 6,4303.819,
702,Villa Piletones,Villa Piletones,Villas,10,,,Villa Piletones - 10,6786.769,
703,Villa Piletones,Villa Piletones,Villas,1,,,Villa Piletones - 1,4669.691,
704,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,6684.355,Villa 21-24
705,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,370.256,Villa 21-24
706,Villa 21-24,Villa 21-24,Villas,57,Redigitalización USIG Enero 2017 por Datos de Catastro - Se dividió la Manzana de Villa 57 en estas distintas manzanas - ID USIG anterior: 3131,Barrio 21-24,Villa 21-24 - 57,2047.094,Villa 21-24
